trigram,trigram_frequency
بد ہوں پر,1
بد خو ہوگا,1
بد خو مجھے,1
بد آموزی عدو,1
بخیۂ چاکِ گریباں,1
بخیہ جیب و,1
بسا ہے میری,1
بخود کرتی ہے,1
بخود پہنچے ہے,1
بخود میرے اندر,1
بخشے ہے فروغ,1
بخشے ہیں وہ,1
بخشے ہیں جوہر,1
بخشی سختی خارا,1
بدقسمت ملک کو,1
بدل جاتی ہیں,1
بدلا کہ میں,1
بدلتا ہے ہزاروں,1
بدگمانیِ شمع مُژدہ,1
بدگمانی نے نہ,1
بدگمانی بلکہ میری,1
بدناں تذکرہ چھیڑے,1
بدن کے پانو,1
بدن پر لہو,1
بدم نکلے نکلنا,1
بدلے گئے دعوت,1
بدلے کسی صورت,1
بدلے دشنہ اِک,1
بدلی نہ ہو,1
بدلہ غالب بس,1
بدلنے کا گلوں,1
بدلنے لگی رنگ,1
بدلتی رہی پیرہن,1
بخشی ستم ہے,1
بخششِ اُمّت ہے,1
بخشد بہ خرے,1
بجلی کا چراغ,1
بجلی سے زیادہ,1
بجلی سے آغوش,1
بجز موعظہ و,1
بجانِ اسد وگرنہ,1
بجائے خود اک,1
بجا کہیں اُس,1
بجا کہتے ہو,1
بجا نہ تھے,1
بتکدے اور خانقاہ,1
بتِ نازک بدن,1
بتِ مشکل پسند,1
بتِ بیداد گر,1
بتوں نے کی,1
بتوں نے ڈالے,1
بتوں میں کیا,1
بجلی وہ میرا,1
بجُز خجلتِ تقصیر,1
بخشا مجھے اندیشۂ,1
بجھا چاہتا ہوں,1
بخشا فروغ وادی,1
بخشا جاوے مجھ,1
بخش پیماں سے,1
بخش دی معراج,1
بختِ رمیدہ ہوں,1
بحر یاں کیا,1
بحر گر بحر,1
بحر وجود میں,1
بحر نہ ہوتا,1
بحر میں ہر,1
بحر میں باقی,1
بحر بیکراں کے,1
بجھتے شرارے تمدن,1
بجھتی ہوئی شمع,1
بجھائے نہ بنے,1
بدی بھی اسے,1
بر اکثر کھلا,1
بر خود غلطیہائے,1
بزم ہے اک,1
بزم ِخیال میں,1
بزم میں کچھ,1
بزم میں روشن,1
بزم میں راز,1
بزم میں جا,1
بزم میں اس,1
بزم غیر کے,1
بزم شاہنشاہ میں,1
بزم دہر سے,1
بزم آرائیاں لیکن,1
بریں جس کے,1
بریدہ ہوں سر,1
بری اسکی میرے,1
برہنگی میں ورنہ,1
برہمن کو شہادت,1
بزم ہو غم,1
بزمِ تماشا کہ,1
برہم ہے بزمِ,1
بزمِ سرور لخت,1
بسا بلند اے,1
بس یک جہاں,1
بس ہم زانوئے,1
بس کی تنگ,1
بس کہ روکا,1
بس کا نہیں,1
بس پہلے جہاں,1
بس خوں گشتۂ,1
بس ختم کرو,1
بس تکرارِ دوست,1
بس ان کی,1
بزمِ چراغاں کیے,1
بزمِ چراغاں کئے,1
بزمِ ناز چاہیے,1
بزمِ غنچہ بہ,1
برہمن کا طلسم,1
برہم ہوئی ہے,1
بر روئے شش,1
برسوں ہوئے ہیں,1
برسرِ ذاقِ فنا,1
برسات کی حسرت,1
بردنِ صد دل,1
بردن صد دل,1
برترہے جمشید کیا,1
برابر نہیں ہوں,1
برائی ہے بلا,1
برا ہو وہ,1
برا کیوں کہو,1
برا کہے ایسا,1
برا کہتے ھو,1
برا کہتی ہے,1
برا نہ مان,1
بر فتراک صاحب,1
بر سبیلِ شکایت,1
برسوں بڑی مدت,1
برطرف تجھ سے,1
برہم زنِ ہنگامۂ,1
برق خرمن سعی,1
برہم خوردنِ بزمِ,1
برگیبانِ مرغزار در,1
برگِ سمن شیشہ,1
برگ گیا ہے,1
برگ گل کے,1
برگ برگِ سمن,1
برکاب دل و,1
برپا ندا آئی,1
برو کیوں نہ,1
برنگِ پنبہ روزن,1
برنگ موج مے,1
برق کو اب,1
برق میں یہ,1
برق خرمن کو,1
برق خرمن کا,1
بنے کھيل سمجھا,1
بنے ہم زباں,1
اور شے ہےعلم,1
بھی ہو تم,1
بھی ہیں ابھی,1
بھی ہیں اب,1
بھی ہوں ایک,1
بھی ہوتا ہے,1
بھی ہو مرزابھی,1
بھی ہو متاع,1
بھی ہو سنی,1
بھی ہم لوگ,1
بھیس غالبؔ تماشائے,1
بھی ہم خانماں,1
بھی گوارہ نہیں,1
بھی گزر ہی,1
بھی کیا یاد,1
بھی کیا بھی,1
بھی کہتے ہیں,1
بھی کہ دل,1
بھی ہیں اسی,1
بھی ہیں اگر,1
بھی ہیں تو,1
بھی ہیں تہی,1
بھیجتا ھے شیطان,1
بھی یہ مقام,1
بھی یہ توفیق,1
بھی ہے یہی,1
بھی ہے ہاتھ,1
بھی ہے کچھ,1
بھی ہے وگرنہ,1
بھی ہے لذت,1
بھی ہے قدرت,1
بھی ہے صاحب,1
بھی ہے جفاخو,1
بھی ہے جس,1
بھی ہے ایک,1
بھی ہیں گئے,1
بھی ہیں قناعت,1
بھی کہ اس,1
بھی کوئی ھے,1
بھی کم نکلے,1
بھی نہیں اس,1
بھی نہ جانیں,1
بھی ناخوش میں,1
بھی میں مبتلائے,1
بھی میں عریاں,1
بھی میں تو,1
بھی مژگان خوں,1
بھی منہ میں,1
بھی معذور جنوں,1
بھی مسلمانی نہ,1
بھی مرا رنگ,1
بھی مجھ سے,1
بھی مت دکھائیو,1
بھی مانع میرے,1
بھی قرآن بھی,1
بھی فیضؔ تو,1
بھی نہنگوں کے,1
بھی نہیں بدلہ,1
بھی کافر و,1
بھی نہیں بے,1
بھی کئی خون,1
بھی پشیماں نکلا,1
بھی پر کیف,1
بھی پاؤں مردوکوزندہ,1
بھی نہیں یعنی,1
بھی نہیں گنجایشِ,1
بھی نہیں ڈر,1
بھی نہیں چہرہ,1
بھی نہیں ناصاف,1
بھی نہیں ملنا,1
بھی نہیں مزے,1
بھی نہیں غالب,1
بھی نہیں شوریدگی,1
بھی نہیں رکھتا,1
بھی نہیں دیکھا,1
بھید پر یہ,1
بہ آغوشِ کوہسارا,1
بهر رہا ہے,1
بہا نہ مانگ,1
بہار آئی ہے,1
بہار آ گیا,1
بہار آ گئی,1
بہادرِ عالی گہر,1
بہائی بُنِ ہر,1
بہا ہے سوزودرد,1
بہا پایا فکر,1
بہا ایسے نہیں,1
بہ امید گزر,1
بہ یک جنبشِ,1
بہ ہزار انداز,1
بہ ہرزہ روادارِ,1
بہ ہر نمط,1
بہ گہوارۂ سحاب,1
بہ گلزارِ خیال,1
بہ کف دامانِ,1
بہار اس چراغاں,1
بہار اِس چراغاں,1
بہار ایجادی بیدل,1
بہار تماشائے گلستانِ,1
بہانۂ بیگانگی نہیں,1
بہاری یہی ہے,1
بہاری سے زمیں,1
بہارِ ناز کو,1
بہارِ موسمِ گل,1
بہارِ تیز رو,1
بہار ہوں میں,1
بہار کی جس,1
بہار کر باغ,1
بہار کا نہ,1
بہار کا اثبات,1
بہار پنبہ مینا,1
بہار نہ پُوچھ,1
بہار نظارہ ہے,1
بہار میں یاں,1
بہ پے میری,1
بہ پرفشانیِ شمع,1
بہ پا در,1
بہ روے کار,1
بہ خوں غلتیدنِ,1
بہ خوں غلتیدن,1
بہ خونِ دل,1
بہ خندہ وا,1
بہ خلد امیدوار,1
بہ خرے چند,1
بہ جلوہ ریـزئ,1
بہ جحیم بیم,1
بہ تنگیٴ چشمِ,1
بہ بے ربطیٴ,1
بہ بدی بھی,1
بہ بخشد بہ,1
بہ بازارِ چمن,1
بہ ایمائے شعلہ,1
بہ اندازۂِ تقریر,1
بہ رو پھر,1
بہ رُو نہ,1
بہ وقت اضطراب,1
بہ رہنِ ضبط,1
بہ نقص گدایاں,1
بہ نشتر زارِ,1
بہ نام خدا,1
بہ نازکیِ طبعِ,1
بہ مطابق دستور,1
بہ قدرِ فہم,1
بہ قدر لب,1
بہ قدر شوق,1
بہ قدر رنگ,1
بہ فیض بے,1
بہ فیض بیدلی,1
بہ طرزِ اہلِ,1
بہ صف جلتا,1
بہ سوز آتش,1
بہ سجدہ ہوا,1
بھی فرسودہ جہاں,1
بھی غم عشق,1
بھی ضرور ہے,1
بکھری امت کو,1
بھر جو کبھی,1
بھر جو نہ,1
بھر ایک امید,1
بھاگے تھے ہم,1
بھاری ہیں سحر,1
بگڑ جائے تو,1
بکھری کوئی خوشبوئے,1
بکف مثل کلیم,1
بھی شیر افگنِ,1
بڑی مدت کے,1
بڑی عجیب ھے,1
بڑھتے جائیں ہوئی,1
بڑھتا ہے شوق,1
بڑھا کون و,1
بڑھ کر نقاب,1
بڑا ہے درد,1
بھر پھر صبا,1
بھر چاندنی دل,1
بھر کوئی خوشبو,1
بھر کے لانا,1
بھلا سکا وہ,1
بھلا دیا ادھر,1
بھلا اسے نہ,1
بھرے باد نوبہار,1
بھری بزم میں,1
بھرپور دیکھا ہے,1
بھروں یک گوشہ,1
بھروسا کر نہیں,1
بھرنے لگے دل,1
بھرم کھل جائے,1
بھرا ہے غالبِ,1
بھر یک بیک,1
بھر یوں دم,1
بھر گاہ جلتی,1
بھر کے لیے,1
بڑا عالم ھے,1
بڑا بے ادب,1
بچے ہیں سنگ,1
بوسہ تو منہ,1
بوریا پایا جس,1
بوریا نہ ہوا,1
بود تھا ڈھانپا,1
بود بہ گہوارۂ,1
بوتراب میں کمالِ,1
بوالہوس کی شرم,1
بوئے گل نالۂ,1
بوئے دوست مشغولِ,1
بو کیا ہے,1
بو کو توڑ,1
بو کر تو,1
بو پر چمن,1
بو ذر و,1
بو بھی ہوتی,1
بو الہوس کی,1
بوس کس لیے,1
بوسہ کو پوچھتا,1
بچھائے مدعا عنقا,1
بوسے مری زباں,1
بچھائے عنقا ہے,1
بچھائی ہے جو,1
بچوں کو دے,1
بچا کے نہ,1
بچا بچا کے,1
بِسمل پسند آیا,1
بُھولے تو یوں,1
بُو بھی ہوتی,1
بُنِ ہر خار,1
بُرائی بھلا کہیں,1
بُرا کیا ہم,1
بُرا کہیں اُس,1
بُرا نہ مانیۓ,1
بولنا نہ سیکھا,1
بولا حاضر ہوں,1
بھلا نہ ہوا,1
بھلا کر ترا,1
بھلا کہیں اُس,1
بھی دعویِ چمن,1
بھی خفا مجھ,1
بھی خرابی میں,1
بھی خاموش میں,1
بھی حیرانئ دل,1
بھی حقیقت میں,1
بھی حریف دم,1
بھی حائل تو,1
بھی جو کاٹے,1
بھی جلدی پڑھتے,1
بھی جل گیا,1
بھی تیغِ یار,1
بھی تیرا مگر,1
بھی تھا چالاک,1
بھی تو کیا,1
بھی تو کس,1
بھی درخت طور,1
بھی دور آنے,1
بھی تنہا بیٹھنا,1
بھی دور تھا,1
بھی شرمسار ہو,1
بھی شرمسار کر,1
بھی شراب گدائے,1
بھی سینۂ بسمل,1
بھی سہا تو,1
بھی سادہ تو,1
بھی ساتھ گوارا,1
بھی زیادہ خستۂ,1
بھی رکھتا ہے,1
بھی رچا بسا,1
بھی رُک رُک,1
بھی رنگا رنگ,1
بھی دیکھ لوں,1
بھی دینگے کم,1
بھی دیر پا,1
بھی تو ویراں,1
بھی ترا جبریل,1
بھلا ہوگا اور,1
بھی آتش زیرپا,1
بھی آتا ہوں,1
بھی آبیٹھے ہیں,1
بھی آبیٹھی ہے,1
بھی آؤ کہ,1
بھڑے کام کے,1
بھٹکے ھوے پائیں,1
بھَوں پاس آنکھ,1
بھي ہو کہ,1
بھولا ہوں حقِ,1
بھول گیا راہِ,1
بھول گئے جب,1
بھول گئے تعلیم,1
بھول نہ جائے,1
بھول جاتے ہیں,1
بھلے ہيں تو,1
بھی آتش زیر,1
بھی آجاۓ گی,1
بھی تاکہ تمنّا,1
بھی آشیاں اور,1
بھی تابدار کر,1
بھی تا اسے,1
بھی بیزار نہ,1
بھی بہت ہزار,1
بھی بھڑے کام,1
بھی بھروں یک,1
بھی بھاری ہیں,1
بھی برابر نہیں,1
بھی باغ ہے,1
بھی ایک اور,1
بھی اک عار,1
بھی اقبالؔ کرتا,1
بھی اقبال جیسی,1
بھی اسے منظور,1
بھی آپ نے,1
بتوں سے تجھ,1
بتلاؤ کہ جب,1
بتخانہ میں تو,1
اک بندہ ء,1
اک تیز رو,1
اک تمنا ستاتی,1
اک تماشا ہوا,1
اک تغافل پیہم,1
اک تخم ہے,1
اک تار بھی,1
اک بندۂ حق,1
اک بات ہے,1
اک مرد تن,1
اک بات پر,1
اک اک لفظ,1
اک اشارے سے,1
اک اداے ناز,1
اک آنسو اس,1
اڑنے چگنے میں,1
اڑتے ہوئے الجھتے,1
اک جذب مسلمانی,1
اک جہاں اور,1
اک جہاں کے,1
اک حکم نیا,1
اک محشرِ خیال,1
اک لفظ میں,1
اک قّدِ آدم,1
اک قلزم خوں,1
اک فرد جہاں,1
اک عمر سے,1
اک عمر اثر,1
اک عار ہے,1
اک صورت خرابی,1
اک شرع مسلمانی,1
اک شخص کی,1
اک شب ہر,1
اک سے پوچھتا,1
اک رقص شرر,1
اک در ہے,1
اڑاں پہ یارو,1
اڑان کر کے,1
اڑا لے جائے,1
اپنے غم سے,1
اپنے عالم تقریر,1
اپنے شبستان سمجھا,1
اپنے سے کھنیچتا,1
اپنے سے کر,1
اپنے رب کریم,1
اپنے دوا کہیں,1
اپنے حسن کی,1
اپنے حسن پہ,1
اپنے بھی گوارہ,1
اپنے بھی خفا,1
اپنی ہمت سے,1
اپنی ھستی کو,1
اپنی کیا ہے,1
اپنی وضع کیوں,1
اپنی نظر میں,1
اپنے عالَمِ تقریر,1
اپنے لیے اپنے,1
اڑا دیا جو,1
اپنے مفسر تاویل,1
اچھے لوگ کہ,1
اچھے آتے ہیں,1
اچھی جس رزق,1
اچھا ہے موسم,1
اچھا ہو جائے,1
اچھا کہیں جسے,1
اچھا نہیں ہے,1
اچھا نہیں کرتے,1
اچھا مرے آگے,1
اچھا بھی نہ,1
اپنے یہ جانا,1
اپنے ہی سے,1
اپنے ہاتھ سے,1
اپنے کو کشا,1
اپنے پہ کر,1
اک مدعی کے,1
اک مقام سے,1
بتایا کس طرح,1
اگر ہنس کے,1
اگرچہ فطرت جو,1
اگرچہ رہ میں,1
اگرپرندوں سے وفا,1
اگر ہوتا وہ,1
اگر ہو عشق,1
اگر ہو بھی,1
اگر ہنگامہ ہائے,1
اگر گھر اجڑ,1
اک ناچیز نوّابی,1
اگر کیمیا کہیں,1
اگر کہیں نہ,1
اگر کھو گیا,1
اگر کھاتا ہے,1
اگر کچھ مرتبہ,1
اگر کوئي پوچھے,1
اگر کج رو,1
اگرچہ مغربیوں کا,1
اگرچہ میرے نشیمن,1
اگرچہ میں ذرا,1
اگرچہ ہیں رازیؔ,1
اہلِ زباں میں,1
اہلِ دنیا جل,1
اہلِ دل کی,1
اہلِ خاک کو,1
اہلِ جہاں دیکھنا,1
اہلِ بینش کو,1
اہلِ بزم ہو,1
اہل نظر کیا,1
اہل نظر تازہ,1
اہل محفل چراغ,1
اہل دہر کا,1
اہل دانش عام,1
اہل خرد کا,1
اہل خرد را,1
اہتــزاز کرتی ہے,1
اگر وہ سرو,1
اگر واں ہو,1
اگر وا ہو,1
اگر بادشا کہیں,1
اگر اس طرۂ,1
اگا ہے گھر,1
اگ رہا ہے,1
اکشادہ و گلشن,1
اکسیر نے شیشے,1
اکثر کھلا اس,1
اکثر کئی منزل,1
اکثر لوگ خالی,1
اک گھر میں,1
اک گونہ بیخودی,1
اک گلدستہ ہے,1
اک کھیل ہے,1
اک پرتو نقش,1
اک نو بہارِ,1
اک نشیمن تو,1
اگر افسردہ ہے,1
اگر تند ھوا,1
اگر نہیں آساں,1
اگر تنگ نہ,1
اگر نہ ہوتا,1
اگر نہ ملخ,1
اگر نہ شافعِ,1
اگر نہ درد,1
اگر میرے نصیب,1
اگر موقوفِ اندازِ,1
اگر معرکہ آزما,1
اگر محفوظ رکھتی,1
اگر لطفِ دریغ,1
اگر فرصت زمانے,1
اگر سو بار,1
اگر دن کو,1
اگر خم بھی,1
اگر جائز تمنا,1
اگر تو لٹاتا,1
اپنی موج سے,1
اپنی مشقِ ستم,1
اپنی مجھے جی,1
اُس کا وہ,1
اُس کو عدو,1
اُس کو زمامِ,1
اُس کو حسرتِ,1
اُس کو تو,1
اُس کو بہت,1
اُس کو بھرا,1
اُس کو امامِ,1
اُس نے ذرا,1
اپنی سعی سے,1
اُس سے شکائتیں,1
اَوّلِ درسِ آرزو,1
اَبرِ بہاری سے,1
ايک فضا ميں,1
ايسي کہ بن,1
اویس و چادر,1
اوک سے ساقی,1
اُس کو علی,1
اُس کو فروغِ,1
اُس کو مدّت,1
اُس کو مسیح,1
اُصولِ وفا نہ,1
اُسے تھی جس,1
اُسے بھی مجھ,1
اُسکو بھلا سکا,1
اُسکا شعور تھا,1
اُس کے میں,1
اُس کے دست,1
اُس کو یہ,1
اُس کو یزید,1
اُس کو ہمارے,1
اُس کو ہمارا,1
اُس کو کفیلِ,1
اُس کو نہ,1
اُس کو نظارہ,1
اُس کو نبی,1
اونچی اڑاں پہ,1
اونچا کھینچنے والوں,1
اولیٰ بہت دیکھے,1
اور کیا تو,1
اور کہاں واعظ,1
اور کوئی نہ,1
اور کافری کیا,1
اور چاہیے وسعت,1
اور پرواز ہے,1
اور وہ کہیں,1
اور وہ بیزار,1
اور نا سزا,1
اور موت بھی,1
اور معین ملت,1
اور مسیحائے دل,1
اور مرنے کا,1
اور مدح باقی,1
اور مجاہد کي,1
اور ماتم یک,1
اور کہہ کے,1
اور کیا نہ,1
اول وہی آخر,1
اور گھر سے,1
اول طاؤس و,1
اول شب اسی,1
اول سوز و,1
اول دیتے ہیں,1
اوقات کر لیتا,1
اورنگ سلیماں مرے,1
اور یہ دیکھنا,1
اور یاں طاقت,1
اور ہے یاد,1
اور ہے شاہيں,1
اور ہیں فرعون,1
اور ہی تدبیر,1
اور ہو گیا,1
اور ہاتھ میں,1
اور گھر میں,1
اُمّت ہے بن,1
اُمید وفا کسی,1
اُڑ کر کوئی,1
اپنا ستارے جن,1
اپنا خدا کے,1
اپنا بھی حقیقت,1
اٹھے دست دعا,1
اٹھے تھے ہاتھ,1
اٹھے بزم غیر,1
اٹھیں یہ ارادہ,1
اٹھنا قیامت قامتوں,1
اٹھتے ہیں لو,1
اٹھتے ہیں حجاب,1
اٹھتے ہی ایک,1
اٹھتے نہیں اسد,1
اٹھتی ہے وہ,1
اٹھتا ہے تو,1
اٹھایا غالبؔ آہ,1
اٹھایا تھا کہ,1
اپنا سا منہ,1
اپنا سراغ اہل,1
اٹھائے نہ بنے,1
اپنا شکوۂ ضعفِ,1
اپنی خودی کو,1
اپنی خودی میں,1
اپنی خو نہ,1
اپنی خبر کو,1
اپنی خامشی گونجی,1
اپنی حقیقت سے,1
اپنی حالات کے,1
اپنی جب اس,1
اپنی تنہائی پر,1
اپنی بیکسی کی,1
اپنی بھی مژگان,1
اپناہی آشیانہ بھول,1
اپنا یہ عقیدہ,1
اپنا یہ اک,1
اپنا گریباں چاک,1
اٹھایئے گر مصیبت,1
اٹھا کر فلک,1
اُڑتے ہوئے پرندوں,1
آتی ہےآپ ہے,1
آتش گل سے,1
آتش دیدہ ہے,1
آبروئے وفا گئی,1
آئینۂ تعبیر کا,1
آئینہ میں آئینہ,1
آئینہ بند آیا,1
اِک جنون تھا,1
اِک تیز سا,1
اِک تیری دید,1
اِس گھر میں,1
اِس چراغاں کا,1
اِس قدر آساں,1
اِس عاشقِ بیمار,1
اِس سے سوا,1
اُڑنا سیکھ جمشید,1
آتشیں پا ہوں,1
آسا جل گیا,1
اٹھا لیتا اسد,1
آشنا تجھے کیا,1
اٹھا دیا کہ,1
اٹھا اپنی خودی,1
اٹھا اور اٹھ,1
اٹھا آخر شب,1
اٹھ گئی جس,1
اٹھ کے قدم,1
آیا مہ اختر,1
آیا محرم نہیں,1
آیا فضائے خندۂ,1
آیا عدم ہے,1
آیا سویدا تا,1
آیا تغافل بدگمانی,1
آنکھوں سے تماشا,1
آغوش وداع پر,1
آغوش وداع دل,1
اہلِ عناد پیادہ,1
اہلِ فنا ہے,1
اہلِ کرم دیکھتے,1
بار کاش رِضواں,1
بارِ دوست چپکے,1
بار یہ عزم,1
بار ہے نفس,1
بار ہے مدت,1
بار ہا ڈھونڈھا,1
بار ہا پایا,1
بار ہا دیوانہ,1
بار پڑھ کے,1
بات پہ کہنا,1
بار نقشِ محبت,1
بار عرض ظاہر,1
بار روانہ ہوں,1
بار خدایا یہ,1
بار تو دیتا,1
بار بار عرض,1
بار اے کاش,1
بارِ منت درباں,1
بارِ منّتِ درباں,1
بارہا میری آہ,1
بارہا میری آہِ,1
بازوئے فرہاد سے,1
بازو پر پریشاں,1
بازارِ چمن تا,1
بازارِ دوست دودِ,1
بازارِ باغ خواہشِ,1
باز ہے یاں,1
باز ہے شعلہ,1
باز ہجومِ فکر,1
باز کیا کچھ,1
باز کا تاراج,1
باز و نکوبین,1
بارے اپنی بیکسی,1
باری کو اٹھے,1
بارہا پایا شورِ,1
بارہا پایا شور,1
بار اور مسیحائے,1
بار امتحانِ ہوس,1
بار ابر آوے,1
باد نوبہار چلے,1
باد صبا ہے,1
باد صبا گیا,1
باد صبا آخر,1
باد اسدؔ غم,1
باد اسد غمخوارِ,1
باد ء نسیم,1
باج خواہ تسکیں,1
باتیں گو نہ,1
باتیں عشق و,1
باتوں پر چلتا,1
بات ہے میرے,1
بات ہے اعجاز,1
بات کہہ دی,1
بات کہ پیر,1
بات کہ میں,1
باد مراد قصوروار,1
باد نہیں جو,1
بادۂ گلفام مشک,1
باد نہیں سَبَدِ,1
بادۂ ناز عشق,1
بادۂ مرد آزما,1
بادہ کہ افشردۂ,1
بادہ و مینا,1
بادہ جوشِ تشنہ,1
بادہ جس کے,1
بادہ تو نہیں,1
بادہ آشامی پھر,1
بادشاہی کا جہاں,1
بادشاہ نہ سلطاں,1
بادشا کہیں اُس,1
بادبان کو تہ,1
باد یاں جہاں,1
باد و بہ,1
باد نہیں کبھی,1
بازوئے قاتل دعا,1
بازوےٴ قاتل نہیں,1
بازی امید کارخانۂ,1
باہر ہیں باتیں,1
باہر اہلِ دل,1
باگ پر ہے,1
بانگ لاتخف خیرہ,1
بانگ ء فجر,1
بانکپن پس مرگ,1
باندھیے میری بلا,1
بام ناز کیا,1
بام مینا سے,1
بام دل ساتھ,1
بام دانہ و,1
بام جب بھی,1
بالینِ یار پر,1
بالیدنِ مضمونِ عالی,1
بالیدن ہیں جوں,1
بالِ عنقا جل,1
باہر لگن کے,1
باہم دِکر ہوئے,1
بالا غلامی کیا,1
بت آئنہ سیما,1
بتاں سے ہاتھ,1
بتان عہد عتیق,1
بتاتا ہوں تقدیر,1
بتاؤں کیا خوب,1
بتاؤں تیرے اشعار,1
بتاؤ کہ وہ,1
بتاؤ تو مسلماں,1
بتا کہ یوں,1
بتا سکا یہی,1
بتا تو سہی,1
بت کدے کا,1
بت پھر تمھیں,1
بت میں وفا,1
بت مشکل پسند,1
بت سے دوستانہ,1
بالِ دوش صحرا,1
بال و پر,1
بازی کا بہت,1
بافِ سنگ خلعت,1
باغ نہیں ہے,1
باغ رضواں کا,1
باغ خواہشِ دل,1
باغ تازہ ڈالی,1
باغ بہشت سے,1
باغ آتشِ رنگ,1
باعثِ مسرت ہے,1
باعثِ ایذا ہے,1
باعث قیامِ مستی,1
باعث تومیدی ارباب,1
باطنِ ہم دیگر,1
باطل سے مرد,1
باشرف مرگ حیات,1
بازیچۂ اطفال ہے,1
بازیِ عشق غالب,1
باغ ہے خیر,1
باقی اِک تیری,1
بال عنقا جل,1
باقی اپنی مشقِ,1
بال دانہ و,1
باقیات ملک کو,1
باقی ہے سفینہ,1
باقی ہے دل,1
باقی ہے برنگِ,1
باقی ہیں لاکھوں,1
باقی ہو چکا,1
باقی ہمیشہ تازہ,1
باقی ھو تشنگی,1
باقی وہ بندے,1
باقی نہ توراں,1
باقی ضبط کا,1
باقی روس کے,1
باقی خون دل,1
باقی تیری چشم,1
بات کہ جنّ,1
بات پہ کہتے,1
اہلِ کنشت کو,1
ایک بیداد گرِ,1
ایک ذرّۂ خاک,1
ایک دن اپنی,1
ایک دم گرگ,1
ایک دشمنِ دیں,1
ایک حرف کہ,1
ایک جوہرِ تیغِ,1
ایک بیکسی تجھ,1
ایک بار یہ,1
بات نا میں,1
ایک بار پڑھ,1
ایک بار روانہ,1
ایک بار اور,1
ایک بات پر,1
ایک ایک قطرہ,1
ایک اور شخص,1
ایک انتہائی خوبصورت,1
ایک عنایت کی,1
ایک قطرہ کا,1
ایک مشتِ خاک,1
ایک مشکل ہے,1
اے اقبالؔ سیکھی,1
اے اثرِ دید,1
اے آرزو شہیدِ,1
ایک ہے حیراں,1
ایک ہی ہے,1
ایک ہی نفس,1
ایک گُل و,1
ایک کلیم سر,1
ایک کاسۂ داغ,1
ایک چکّر ہے,1
ایک پیر ہنِ,1
ایک وہمِ ضعیف,1
ایک وقت مقرر,1
ایک نقش پا,1
ایک نظر میں,1
ایک امید سے,1
ایک امروزِ بے,1
ایک آدھ گریباں,1
ایسا کچھ غلط,1
ایسا بھی کوئی,1
ایسا بھی سادہ,1
ایراں میں رہے,1
ایذا ہے برہم,1
ایجادی بیدل پسند,1
ایجاد کا تماشا,1
ایجاد ٹھہر سکا,1
ایجاد نہیں ہے,1
ایجاد نہیں کم,1
ایجاد ناز افسون,1
ایجاد خط سبز,1
ایبکؔ و غوریؔ,1
ایاغ شیخ مکتب,1
ایاز میں میں,1
اہلِ یقیں پس,1
ایسا سوز و,1
ایسا کہاں سے,1
ایّام ورنہ فیض,1
ایسا ھی ھنر,1
ایماں ہے میرے,1
ایماں ہو گئیں,1
ایماں مجھے روکے,1
ایماں حسین ابنِ,1
ایمان و اتحاد,1
ایمائے شعلہ قصہ,1
ایما تجھ سے,1
ایسے پھردھڑکنےکاحوصلہ نہ,1
ایسے سببوں سے,1
ایسے سادہ دلوں,1
ایسی کہ ہر,1
ایسی پرواز کا,1
ایسی ٹھہری وہ,1
ایسی میدان وفا,1
ایسی زندگی پہ,1
اے انتظار ہے,1
اے اہل محفل,1
اے اہلِ جہاں,1
با زمانہ بساز,1
اے کاش میں,1
اے کاش جانتا,1
اے وائے مجبوری,1
اے وائے غفلت,1
اے ناداں یقیں,1
اے میری غریبی,1
اے مسلماں ہر,1
اے مرغ کہ,1
اے محوِ آئینہ,1
اے مجلس آرائے,1
اے لئیم تو,1
اے فلک دلِ,1
اے فلک دشت,1
اے فقرِ غیّور,1
اے غافل تجلی,1
با تو نہ,1
با زمانہ ستیز,1
اے طفلِ خود,1
بااللساں بھی بہت,1
بات میں سمجھتی,1
بات مجھے منظور,1
بات صبر آزما,1
بات سمجھنی محال,1
بات سمجھتا ہوں,1
بات سجدوں کی,1
بات جہاں بات,1
بات بگڑ جائے,1
بات بنائے نہ,1
بات بزم میں,1
بات بری اسکی,1
بات اسنے شکایت,1
باب نبرد تھا,1
باب میں ہیں,1
باب آئے کر,1
اے عہد شکن,1
اے طائر لاہوتی,1
اے بیکسی دل,1
اے خسرو شیریں,1
اے خدا کوئی,1
اے خدا لڑتے,1
اے خدا رحمت,1
اے خدا افسونِ,1
اے خانہ خراب,1
اے حلقۂ درویشاں,1
اے حقیقت منتظر,1
اے حسن کب,1
اے حسرتِ دل,1
اے جوشِ عشق,1
اے جنوں شاید,1
اے جذبہ ِ,1
اے جبریل میرے,1
اے جان جہاں,1
اے بے تمیز,1
اے خدا کیا,1
اے خضر نہ,1
اے صاحب ہوش,1
اے خیال دل,1
اے شیخ ساتھ,1
اے شہ شمشاد,1
اے شوق منفعل,1
اے شعلہ ترے,1
اے سنگ دل,1
اے سرِ شوریدہ,1
اے ستم ایجاد,1
اے رہرو کہ,1
اے رہرو فرزانہ,1
اے ذَوقِ اسیری,1
اے ذوقِ خرابی,1
اے ذوق خود,1
اے دلِ ناعاقبت,1
اے دل نہ,1
اے دل اور,1
خوش ہوں تیری,1
